UserID,Edad,Genero,Region,GeneroFav,ClaseUsuario,Rockstar,Rockstar,Rock Lobster,Rock That Body,ROCKSTAR,Rocket Queen,rockstar (feat. 21 Savage),Rockabye (feat. Sean Paul & Anne-Marie),Rock with You - Single Version,Rock DJ,Rockstar,rockstar - Remix,Mujer Amante,Rock Your Body,Rock N' Love,I Was Made For Lovin' You,"Very, Very Well",Fiesta Pagana,Tren Al Sur,Mil Horas,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Para No Verte Más,Auto Rojo,Lobo-hombre en París,Lenguaje de Mi Piel,RoCKSTAR 2.0,Eye of the Tiger,De Música Ligera,Flaca,La flaca,Oye Mi Amor,Sweet Child O' Mine,Molinos De Viento,Lamento Boliviano,Devuélveme a mi chica,Rockstar,Rockabye (feat. Sean Paul & Anne-Marie),Los Rockstar No Van Al Cielo - Remix,Lovers Rock,Los Rockstar No Van Al Cielo,Popurri Juan Gabriel Medley,POPSTAR (feat. Drake),Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),POP OUT,Popular,Pop Muzik,POP!,Hips Don't Lie - Spotify Anniversary Version,El Agropecuario,Dior,Popurri 01: La Vecina / Guayabo Zarandiao / El Gabancito / Tu Alma Y La Mia / Tierra Negra / De Moda Que Si / Mi Sombrero,End of You,Popper - Versión álbum,La Foto De Los Dos,Mr. Jones (feat. Anuel AA),For The Night (feat. Lil Baby & DaBaby),Usted No Me Olvida,new way out,El Intenso,Ni Tengo Ni Necesito,Dios Me Dijo,What You Know Bout Love,Everything Nice,Pero Te Vas a Arrepentir,The Fate of Ophelia,Entre Comillas,Vete,Invincible,No Te Contaron Mal,Tiroteo - Remix,TU SANCHO,Marlboro Rojo,Coleccionando Heridas,Quiero +,X TI,Soda Pop,Volver,COQUETA,Verano Rosa,Milagros,Claro De Luna,Winter (L'Inverno) Op.8 No.4 F Minor: Allegro Non Molto,Nocturne Op. 9 No. 2,9th Simphony - 9 simphony-2st movement,Für Elise,Moonlight Sonata 1st Movement,Música Clásica Para Bebés,Beethoven Sinfonia No 5,Danubio Azul,Lacrimosa,Tatuaje en el Alma,Como un Angel,Pájaro Campana,Veneno,Sueño De Amor,Embrujo,Triste canción,Todo Es Amor,Gaviota Traidora,Pa' Todo el Año,Muchacha Tipica,Clásico,Clasico,Rompio la Copa,Classico,Clásico,"Chala Head Chala (Opening ""D.B.Z."" Versión Clásica)",Lagrimas,Classic,Para Elisa,Música de Piano Clásica,Bachata Clásica 2: Siéntate en Mi Mesa / Me Tienes Amarrado / Amor a Prisa,Clásica,Música Clásica,CLASSIC NIGHT,Classic Piano,Clasica,Clasica,Clásica,CLÁSICA,Reggaetón Lento (Bailemos),Reggaeton Champagne,Reggaeton,Ragga Tonseh,Vibra positiva,Reggaeton Latino,Repent,Sentimiento Original,Reggaetonera,Ba Ba Bad Remix,Reggae Is Coming,VITAMINA,Ilegal,De la tierra crece,Go Pato,REGGAEGUAIRA,Chica 10,"Saca, Prende Y Sorprende",SANKA,"YOGURCITO REMIX (feat. Kris R., ROA)",Pa' Que Retozen,"Sexo, Sudor y Calor",Is This Love,RX,Candy,Tus Ojos,Princesa,YOGURCITO,Un Deseo,Dime,Me Faltabas Tú,Toa,Love & Reggae - Dread Mar I Remix,Desde Que Te Ví,Ritmo Que Pesa,Ragga Tonseh,Soltera - W Sound 01,La Plena - W Sound 05,mi refe,no tiene sentido,Salsa Y Control,Siempre Sere,Manos de Tijera,Swagga,Tú Con Él,Fabricando Fantasías,Amor y Control,Amiga Mía,La Noche Mas Linda,Oh Qué Será?,Tu Eres Ajena,Uno Se Cura,Me Hace Daño Verte,Caretas,Paguan Paguan (La Patineta),Como Te Hago Entender,Lloraras,La Cita,Amame,"Oiga, Mire, Vea",Ras Tas Tas Full Hd,Algo Que Se Quede,Idilio,Con la Punta del Pie,Amores Como el Nuestro,Me Tengo Que Ir,Desnúdate Mujer,VITAMINA,Corazon de Acero,Pequeñas Cosas,Ahora Quien - Salsa Version,Que Locura Enamorarme De Ti,Escombros,Te Va A Doler,Fabricando Fantasías - Salsa Version,Deseándote,Algo Que Se Quede,Deseándote,Desnúdate Mujer,Conteo Regresivo - Salsa Version,Vallenato Parrandero,Hoy Me Di Cuenta,Si No Me Falla el Corazón,Ayer Y Hoy,Te Empeliculaste,Mi Segunda Vida,Si No Me Falla El Corazon,Vovió el Dolor,Olvídala,Niégame Tres Veces,Una Hoja en Blanco,Novios Cruzados,Ella Es Mi Todo,Vallenato Reggae,Si No Regresas,Vallenato Apretao,Si Tu Amor No Vuelve,Niña Bonita,Busca Un Confidente,Obsesión,Un Osito Dormilón,Tres Noches,Muere una Flor,Realízame mis sueños,Como Expresar Lo Que Siento,Si Tu Amor No Vuelve,Buscare Otro Amor,Quiero Que Seas Mi Estrella,Dime Como Te Olvido,A Besitos,Te Sorprenderás,Regálame Una Noche,De Millon a Cero,Entrégame Tu Amor,Siete Palabras,Eres (Version Vallenato),Quiero Saber de Ti,Despues de Amar,Cuando Casi Te Olvidaba,El Condor Herido
2248,49,F,Llanos,Salsa,Amante del Salsa,4,3,0,0,1,3,2,1,1,0,2,0,4,3,2,1,0,0,1,1,1,4,1,3,0,2,1,1,0,2,0,1,4,0,0,3,1,4,1,2,0,0,1,2,0,0,2,3,2,0,1,2,2,1,0,0,1,2,4,0,1,3,0,1,0,1,0,0,3,4,3,1,1,2,0,1,4,1,0,3,3,4,0,2,3,0,0,4,1,2,4,2,2,1,4,3,0,1,4,3,0,0,0,2,4,3,0,2,0,3,4,1,0,1,4,0,2,0,2,1,2,2,0,3,1,3,2,1,1,2,0,1,0,1,2,1,3,1,3,1,3,3,1,3,2,2,2,1,2,0,0,1,4,4,1,0,4,0,3,4,0,1,1,0,3,0,0,1,2,2,4,1,2,1,3,0,2,0,2,1,1,0,3,1,3,2,3,4,4,1,2,1,2,2,2,1,1,1,1,0,5,5,4,4,5,3,5,5,5,5,5,4,5,5,3,5,5,3,4,4,4,5,4,5,5,4,3,5,5,4,4,5,4,5,5,5,5,5,5,3
2745,41,M,Caribe,Reggae,Amante del Reggae,5,5,3,4,4,5,5,5,4,4,5,3,4,5,3,5,5,4,5,5,5,3,3,5,5,4,5,5,5,5,5,5,3,5,5,5,4,5,5,4,4,4,1,0,1,3,1,1,2,0,0,0,0,1,0,2,1,1,3,3,2,0,0,2,2,1,0,1,0,1,3,3,1,1,0,0,2,1,0,0,4,4,1,0,1,1,3,3,0,0,0,0,1,0,2,1,3,1,3,0,1,1,1,1,3,4,4,0,4,3,4,1,0,1,1,1,1,3,2,3,2,4,3,1,0,2,1,1,2,2,4,0,0,0,0,4,0,3,1,1,3,1,1,0,1,2,0,4,1,2,1,3,0,1,1,0,0,0,3,1,1,2,0,1,0,2,1,2,0,4,1,2,1,2,1,3,0,1,1,0,1,0,4,0,0,2,1,2,0,2,2,1,1,1,0,3,1,1,4,0,0,1,2,1,1,3,2,3,1,4,1,0,0,2,4,0,1,1,2,4,3,1,4,2,2,4,0,0,1,0,2,0,0,4,0,1,2,2,2,2
174,51,F,Santander,Salsa,Amante del Salsa,2,0,2,1,0,3,1,4,2,0,1,0,1,1,1,1,2,0,2,4,1,0,1,0,2,2,1,1,0,4,1,0,0,2,1,0,2,0,4,1,1,0,1,1,4,1,3,1,1,0,3,1,2,1,0,1,3,1,4,1,1,0,2,0,0,1,0,0,1,1,2,2,2,2,1,1,1,1,1,2,5,5,3,5,4,4,5,5,3,5,5,4,5,4,4,5,5,5,3,3,5,5,4,5,5,5,5,5,5,4,5,3,5,3,4,4,5,5,5,4,3,1,1,4,0,3,0,4,0,2,0,0,0,1,1,0,4,0,2,0,0,3,0,2,0,3,1,2,4,2,4,3,4,3,3,1,3,1,2,2,0,0,0,1,0,0,0,0,3,0,0,4,1,0,0,2,3,1,1,1,0,4,1,1,1,1,0,0,3,1,1,4,2,2,0,1,1,4,2,0,4,2,1,1,1,4,1,1,2,1,1,1,0,0,1,2,4,3,0,0,1,4,1,4,3,4,0,3,4,2,1,0,0,0,1,2,1,2,0,0
1593,44,M,Bogotá,Clasica,Amante del Clasica,1,1,0,4,1,1,0,2,1,1,1,1,4,2,2,1,4,2,1,3,1,0,4,1,1,0,1,4,1,4,1,0,3,3,0,0,1,4,0,2,2,3,3,1,1,2,2,0,2,1,0,0,2,3,0,0,4,3,0,2,2,3,1,1,1,0,3,0,2,0,1,1,1,1,0,2,1,2,0,2,0,1,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,4,0,4,1,1,0,0,4,4,0,1,1,2,0,0,0,2,0,3,3,1,1,2,1,2,2,0,4,2,1,0,3,4,1,4,0,1,1,0,0,2,2,0,2,0,3,3,1,3,1,0,3,2,1,1,3,4,4,0,4,3,4,5,5,5,5,5,4,5,5,5,3,4,5,4,4,5,4,5,4,3,3,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,4,4,0,1,2,2,0,3,2,3,0,2,0,0,0,3,0,3,1,2,0,0,0,1,1,2,2,0,0,1,0,1,0,2,0,0,2,1,0,1,2,1
889,25,F,Bogotá,Clasica,Amante del Clasica,4,0,1,2,3,0,2,0,1,0,2,2,3,1,1,1,1,1,2,0,0,4,1,3,1,1,1,0,1,0,4,4,1,3,2,1,1,1,1,3,5,3,5,5,4,5,5,4,4,5,5,5,4,3,5,5,5,5,5,3,5,5,5,3,5,5,5,5,4,5,5,4,4,5,4,5,4,4,5,5,1,2,2,1,1,1,4,3,2,3,2,0,4,0,4,2,0,1,2,1,0,0,2,0,3,2,1,1,0,1,3,0,4,1,4,0,1,1,2,1,2,4,0,3,0,2,0,4,1,1,0,1,3,4,3,0,2,0,0,2,1,2,2,0,1,2,1,1,3,0,1,1,2,4,3,2,1,3,3,2,1,0,1,0,4,1,0,1,2,0,2,1,3,1,1,0,1,4,0,0,4,4,1,1,1,1,2,2,0,0,1,2,2,0,4,4,4,1,0,3,1,2,1,0,1,2,0,0,0,0,0,4,2,0,3,1,1,0,0,1,1,1,3,0,2,2,4,2,4,0,2,0,4,0,0,1,0,1,1,0
1677,32,F,Llanos,Rock,Amante del Rock,2,2,2,0,0,2,1,1,0,1,0,2,2,1,0,3,2,4,4,1,0,1,2,2,0,2,0,0,1,0,2,2,2,1,0,4,1,1,0,4,4,0,2,0,1,0,3,1,0,1,0,1,0,0,4,1,3,3,2,1,4,1,1,0,0,1,0,3,1,1,2,1,1,1,0,1,2,1,0,1,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,3,3,3,5,3,5,4,3,4,5,5,4,3,4,4,4,4,4,5,5,4,2,1,3,1,1,1,0,1,2,0,0,1,3,0,2,0,1,1,1,0,1,0,0,1,0,3,4,3,1,3,0,0,4,1,0,0,0,0,2,4,4,0,3,1,0,1,0,4,3,3,4,1,3,1,4,1,1,1,3,2,0,0,1,2,0,1,1,1,0,0,0,1,0,0,1,3,0,0,4,1,0,2,2,4,0,0,0,4,4,2,0,4,1,0,1,0,1,2,3,0,3,3,2,1,1,2,3,0,2,1,1,4,1,0,1,1,4,2,2,4
115,39,F,Caribe,Rock,Amante del Rock,0,1,4,0,0,0,0,2,3,3,1,0,0,0,1,0,3,0,0,1,0,4,4,2,4,0,0,1,2,0,0,4,4,2,2,1,0,2,0,4,1,0,3,0,4,4,2,4,1,2,2,1,2,2,0,0,0,0,0,0,2,0,3,1,2,2,2,0,2,0,0,1,2,4,2,1,3,0,2,0,1,0,3,1,1,1,0,4,0,4,2,3,2,2,1,2,1,1,2,0,4,1,3,3,0,4,1,1,1,0,1,3,1,1,0,0,2,1,2,0,0,1,0,0,2,2,1,3,3,2,0,2,1,1,1,1,2,0,0,1,4,1,1,2,0,2,4,2,2,1,4,0,4,1,0,1,0,1,0,1,4,3,0,0,0,3,0,1,2,1,0,1,4,1,1,2,0,1,1,1,4,4,4,4,0,0,2,0,2,1,4,1,2,3,1,4,0,2,0,0,5,5,4,5,4,3,3,4,5,5,5,5,3,4,3,4,5,3,5,3,5,5,5,5,5,4,3,4,5,5,4,5,5,5,3,4,5,4,5,4
2968,15,M,Santander,Vallenato,Amante del Vallenato,2,1,0,1,2,2,0,0,0,2,0,1,1,1,4,0,1,3,1,0,0,2,2,1,2,1,2,4,4,2,3,0,2,3,3,1,0,1,3,2,2,2,0,4,0,0,2,0,1,0,0,0,0,2,3,1,2,4,1,2,1,3,0,2,0,1,0,2,2,1,1,0,4,2,1,1,1,2,1,0,5,4,5,5,3,4,3,5,3,3,3,3,5,5,4,3,4,5,5,5,5,4,5,3,5,3,4,5,5,3,5,5,4,3,5,5,4,5,5,4,0,1,4,0,0,3,1,2,1,1,1,4,1,0,2,1,0,0,1,0,2,0,1,0,1,3,3,1,1,0,0,4,2,3,0,1,2,2,2,1,1,3,2,2,0,0,1,3,1,4,1,1,3,1,0,4,0,1,3,0,1,0,1,2,0,0,1,3,2,0,3,3,2,1,3,1,0,0,1,0,3,1,1,2,2,3,0,4,2,3,2,0,2,1,2,4,2,4,4,1,1,0,1,0,2,1,0,0,0,0,1,0,2,1,3,0,0,0,0,2
2096,32,F,Llanos,Rock,Amante del Rock,3,1,4,4,1,3,1,4,0,1,2,0,4,4,0,1,3,0,3,1,4,3,2,1,2,0,1,0,1,3,1,1,1,1,4,1,3,1,1,0,2,0,3,4,1,2,0,3,4,0,0,4,2,1,2,0,0,0,2,0,0,0,2,1,4,1,1,1,0,4,1,2,1,0,1,1,3,4,4,0,5,5,5,3,4,5,5,4,4,4,5,5,5,4,3,4,4,4,5,5,4,5,5,4,5,5,4,4,5,5,4,4,4,5,5,5,5,4,5,5,2,3,2,0,1,2,0,1,0,0,3,0,3,0,0,2,0,2,1,1,0,1,0,2,4,4,3,2,0,0,0,1,0,2,1,0,0,1,0,1,1,1,1,1,3,0,2,0,0,2,3,0,2,0,2,1,3,1,2,1,0,3,2,4,4,0,0,1,2,0,2,1,0,2,2,0,3,4,0,1,0,3,4,4,3,2,1,1,2,4,2,0,0,0,1,1,1,0,0,4,3,1,0,1,1,0,0,0,0,0,4,2,3,3,0,0,2,2,0,0
1945,51,M,Santander,Reggae,Amante del Reggae,5,4,3,5,5,5,5,5,4,5,5,3,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,4,4,3,4,5,4,4,4,4,5,5,5,5,4,4,0,0,0,4,2,2,2,3,0,0,1,2,0,0,2,1,2,2,3,4,1,0,0,3,2,2,3,1,4,2,4,0,2,0,0,2,0,1,2,0,0,1,0,3,0,0,1,0,1,0,4,0,1,4,0,0,3,1,2,3,2,2,0,0,1,1,0,0,0,0,4,2,0,0,3,0,4,0,1,1,1,2,0,0,3,1,1,2,2,3,0,3,0,0,1,3,2,1,1,1,3,1,0,4,1,1,1,4,0,1,1,2,1,2,1,4,1,1,4,1,4,0,0,2,2,0,1,1,0,0,0,1,0,3,1,4,0,0,4,0,1,2,0,1,0,1,1,2,1,3,4,0,0,1,1,0,2,1,2,0,1,2,2,1,0,4,0,3,1,0,2,0,0,0,0,0,0,0,2,2,4,0,0,2,2,3,2,4,0,0,3,0,1,1,1,1,4,1
1070,15,F,Llanos,Vallenato,Amante del Vallenato,2,0,0,1,0,0,0,4,1,2,4,0,1,3,1,4,1,4,0,1,0,3,1,0,0,1,4,0,1,3,0,0,2,1,4,1,0,0,1,1,0,0,0,2,1,2,1,1,1,0,0,0,1,3,0,1,1,1,4,1,2,2,1,1,3,0,1,1,0,0,0,0,2,1,1,1,0,0,1,0,3,3,1,0,0,0,4,3,2,2,2,4,0,2,2,2,0,2,1,2,0,2,0,1,2,0,4,1,0,0,1,0,1,1,1,0,0,0,2,4,5,4,5,3,3,5,4,5,4,5,5,5,3,4,5,4,5,5,4,5,5,5,4,5,5,5,4,5,5,4,3,5,3,3,5,4,5,5,5,3,3,1,0,2,3,0,4,0,4,0,2,4,1,1,2,1,1,4,2,1,1,1,0,0,1,1,1,4,3,2,0,2,0,2,0,1,0,0,1,2,2,0,0,3,2,2,2,1,1,1,0,2,1,4,1,4,2,2,1,1,0,4,0,0,2,0,0,3,3,0,0,0,3,1,0,2,2,2,0,0
1432,15,M,Bogotá,Salsa,Amante del Salsa,0,1,0,2,2,0,1,4,1,3,2,1,3,4,2,0,0,2,0,2,1,3,0,0,3,2,0,0,2,0,0,1,1,0,0,2,4,2,1,0,0,1,1,1,0,0,0,1,0,4,0,3,0,0,4,1,3,0,0,0,0,2,2,0,0,2,2,1,0,0,0,1,3,2,0,1,0,1,1,0,5,5,5,4,5,5,5,5,3,4,5,4,5,5,4,4,5,4,5,5,4,5,4,4,3,5,5,5,4,4,5,3,4,5,5,5,5,5,3,5,3,0,0,1,4,1,3,0,4,1,3,3,1,0,3,1,3,0,1,4,4,0,1,1,0,0,0,4,2,0,3,0,1,0,1,1,1,1,1,1,0,0,0,2,0,2,4,2,0,1,0,4,1,3,0,0,2,0,1,1,0,1,0,0,3,0,0,0,4,0,0,1,0,0,1,1,1,4,0,0,1,1,1,3,1,1,2,0,2,1,0,0,1,4,2,3,0,0,1,1,1,1,4,2,1,0,3,1,2,1,1,0,2,1,1,2,1,0,1,1
1412,58,M,Santander,Clasica,Amante del Clasica,5,5,3,4,5,3,3,5,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,3,0,3,1,0,1,1,1,0,1,1,3,0,0,1,0,3,0,2,0,4,1,3,1,2,1,2,4,1,2,3,0,1,2,2,2,1,2,4,0,4,4,0,0,2,3,4,3,1,1,1,2,0,3,0,2,1,2,1,0,4,2,4,0,2,4,0,0,4,3,1,3,1,1,2,4,2,0,1,0,0,2,1,4,1,2,2,0,0,3,0,1,1,0,1,4,0,0,0,1,0,0,1,1,2,2,2,1,3,1,0,2,0,2,0,0,4,0,1,0,3,1,3,2,0,3,0,0,4,0,2,1,2,2,1,2,0,1,3,1,2,2,4,1,2,1,1,0,2,1,0,0,0,1,1,4,0,0,0,0,1,1,4,2,0,0,2,0,0,2,1,3,2,0,1,3,4,4,1,3,2,1,2,0,1,0,4,1,2,1,1,4,0,1,4,1,3,3,2,2,3
2483,26,F,Santander,Vallenato,Amante del Vallenato,0,0,1,0,1,3,1,0,0,1,1,3,1,2,0,1,1,4,0,0,4,2,0,2,3,1,1,1,1,0,1,1,4,0,0,1,0,2,0,2,5,5,3,5,4,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,3,5,5,5,3,4,4,5,5,5,5,5,3,5,5,3,5,4,4,3,0,1,3,2,0,2,4,4,1,4,1,0,1,1,2,3,1,1,4,4,0,1,0,0,1,2,4,0,2,0,2,1,2,2,0,4,2,1,2,3,4,3,3,2,1,1,0,2,0,3,3,1,1,1,4,2,1,4,0,3,0,1,1,1,1,4,1,0,4,2,2,0,1,0,4,1,4,1,2,3,0,0,2,0,2,4,2,2,0,0,0,0,2,1,4,0,0,2,2,4,3,0,0,0,2,1,1,1,1,4,3,0,0,3,2,1,0,3,1,3,2,0,4,2,0,0,3,0,4,2,1,2,2,4,0,4,0,0,0,0,2,1,0,2,0,1,0,2,0,4,0,1,0,1,4,2,4,0,2
365,41,M,Bogotá,Pop,Amante del Pop,0,1,0,4,0,2,0,1,1,0,1,2,1,0,0,1,1,2,1,0,1,1,2,3,1,1,1,3,1,0,3,2,0,3,4,2,0,0,1,1,1,0,3,2,1,0,0,1,4,1,0,2,1,3,0,2,4,2,1,3,0,0,0,4,1,0,3,0,0,4,2,1,2,2,0,1,1,0,1,0,2,0,1,1,0,1,1,1,0,1,1,4,0,0,0,0,1,0,1,0,0,1,1,0,0,2,0,2,1,0,3,0,1,0,1,1,1,0,1,0,4,0,0,3,1,1,2,1,3,0,2,1,2,1,2,2,2,0,0,3,1,2,2,2,4,0,1,0,1,1,3,1,1,4,2,1,0,0,0,0,4,5,4,5,4,4,4,5,5,4,5,3,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,4,3,5,5,4,5,5,4,5,4,4,5,2,1,1,1,2,3,0,3,2,2,2,2,1,2,0,2,4,0,1,0,2,0,2,1,1,1,0,1,3,2,0,2,0,1,2,2,0,2,1,1
1546,55,M,Llanos,Clasica,Amante del Clasica,4,0,3,4,3,0,0,1,1,0,1,0,0,0,1,1,1,1,0,2,3,2,2,2,2,0,2,1,4,3,1,3,2,3,1,0,0,1,3,1,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,3,3,5,5,4,5,5,4,3,3,4,5,4,4,5,4,4,3,5,5,5,4,5,1,0,0,0,1,1,1,1,0,3,1,0,2,2,1,2,3,3,1,0,3,1,4,0,4,1,1,0,2,4,2,1,1,0,3,2,1,0,1,3,1,2,0,1,2,0,1,0,0,0,1,0,4,4,1,0,3,1,0,1,0,2,2,0,0,1,3,4,0,0,1,0,4,1,1,2,1,4,1,0,2,3,1,2,0,3,2,3,4,3,1,1,1,0,0,3,2,1,3,1,4,0,2,4,0,1,1,0,1,1,0,1,2,2,2,2,2,2,1,0,2,0,2,4,2,1,0,1,1,0,4,1,2,0,4,1,1,1,1,0,1,1,0,1,0,0,3,2,2,3,1,0,1,4,3,4,2,1,0,3
2657,32,M,Bogotá,Pop,Amante del Pop,5,5,5,4,4,5,5,3,5,4,4,5,4,5,4,4,5,5,5,5,5,5,5,3,4,5,4,4,5,5,4,5,4,5,5,4,4,5,5,5,0,4,2,1,2,2,4,3,0,1,1,2,3,1,0,2,1,3,4,0,1,4,0,0,1,2,4,2,0,0,0,0,1,1,0,0,0,1,1,1,0,1,2,2,1,2,4,3,0,1,2,3,2,0,1,0,4,1,1,1,3,1,0,3,0,0,1,0,0,0,0,0,1,0,3,2,0,2,1,0,1,3,0,2,3,2,3,2,2,1,0,0,0,2,0,2,1,1,0,2,0,0,2,0,1,3,4,3,1,2,2,0,1,1,0,1,2,2,0,1,0,0,1,2,0,0,1,2,0,4,0,2,2,1,1,2,0,1,0,3,4,1,3,0,0,0,1,3,2,3,3,2,0,0,2,1,0,0,0,1,1,2,1,1,0,1,0,0,2,2,1,3,2,1,2,1,2,3,1,0,1,0,1,3,3,1,1,0,1,0,2,3,1,0,4,1,1,1,0,1
1829,51,M,Santander,Rock,Amante del Rock,1,0,0,1,0,1,2,4,1,2,0,0,1,1,2,2,2,3,1,1,4,1,3,1,3,0,3,1,0,0,2,1,0,1,0,0,2,0,2,0,0,1,4,2,0,1,2,1,1,1,1,1,1,4,1,2,1,1,1,0,2,1,1,2,1,4,1,0,2,1,1,2,1,1,1,1,0,0,2,1,4,0,4,1,0,4,1,2,1,1,3,3,0,1,0,3,4,1,1,4,4,1,0,0,1,2,0,2,2,1,0,3,2,1,0,1,3,1,1,4,2,0,1,2,1,1,2,2,3,3,3,3,1,0,4,3,0,1,2,1,3,3,1,3,1,2,1,0,1,3,1,2,0,2,0,2,1,1,2,1,5,5,5,5,3,4,3,4,4,5,5,4,4,4,3,5,3,4,4,4,3,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,1,1,2,0,0,0,3,1,0,4,1,1,0,1,0,2,1,1,1,0,4,3,2,3,2,1,0,1,0,4,1,1,0,1,2,0,2,4,2,1
1314,38,M,Bogotá,Rock,Amante del Rock,3,2,0,1,1,2,4,1,0,2,2,0,1,1,1,0,3,0,2,2,0,0,2,2,0,1,3,4,0,3,0,4,2,0,0,2,1,0,0,0,1,2,0,4,0,0,0,3,2,1,3,3,1,4,2,4,0,0,0,1,2,0,1,1,3,2,2,1,1,0,0,0,3,3,3,3,4,3,1,4,4,5,4,5,4,5,5,5,4,5,4,5,5,5,4,5,5,3,5,5,5,4,4,5,5,4,5,5,5,5,5,3,5,5,4,4,4,4,4,5,3,0,0,3,0,4,4,0,1,2,0,2,1,0,1,2,1,1,0,1,0,1,3,1,3,1,0,1,1,1,2,0,1,0,3,0,1,0,0,1,0,4,0,1,1,1,0,1,0,0,2,0,2,1,1,4,0,0,0,0,0,0,1,2,0,0,3,0,1,0,2,0,2,4,0,1,1,0,3,2,2,3,0,0,4,0,1,3,1,2,0,0,3,4,1,2,1,2,4,1,0,2,1,1,3,2,2,0,4,0,4,0,2,2,1,0,1,3,2,4
622,43,M,Bogotá,Clasica,Amante del Clasica,0,2,2,3,0,2,0,4,2,3,1,0,2,2,2,2,4,0,1,1,0,1,3,2,3,3,3,0,1,1,1,0,1,1,2,0,0,1,3,1,1,0,0,1,3,1,0,3,1,0,0,2,1,2,3,3,4,0,1,2,2,3,4,2,2,0,1,2,0,1,4,1,2,0,1,2,2,1,0,2,2,0,1,0,0,1,3,4,2,1,2,3,1,0,1,2,3,1,1,3,1,4,0,3,2,0,0,2,0,0,0,0,3,1,4,3,1,0,3,2,5,4,5,5,5,5,5,5,5,5,3,3,4,5,5,4,5,4,5,3,4,5,5,5,4,4,4,3,5,4,5,3,4,5,4,5,4,5,4,5,4,1,1,1,3,3,2,2,4,2,1,3,1,2,2,0,0,0,1,2,2,2,0,0,2,0,2,0,0,0,1,1,2,0,0,2,2,4,1,4,0,3,1,3,0,0,2,1,0,1,0,1,4,2,1,0,4,0,0,0,2,2,4,3,1,4,2,1,4,0,1,0,4,1,1,4,0,1,1,0
1062,22,F,Santander,Clasica,Amante del Clasica,4,2,0,1,3,1,4,1,0,0,1,2,1,2,2,0,1,0,2,0,0,0,3,2,1,0,0,3,3,2,1,2,0,1,0,0,2,4,1,1,0,0,1,2,1,2,1,1,0,1,3,1,1,0,0,3,0,1,1,0,2,0,3,1,0,0,1,1,3,0,2,1,2,2,2,1,1,1,1,1,1,0,2,2,1,2,1,1,0,2,4,2,1,4,1,1,1,0,1,1,0,0,2,0,3,0,4,0,4,2,2,3,1,0,2,0,1,4,4,2,0,0,4,0,1,0,1,0,1,0,2,0,0,1,2,4,2,0,1,0,0,0,3,2,0,2,4,1,4,2,2,2,0,0,3,0,4,1,0,4,2,0,1,4,2,2,4,2,1,1,0,2,3,1,0,1,4,4,1,3,0,2,0,0,2,1,3,1,2,2,0,2,0,1,2,1,0,0,2,1,5,5,5,5,3,4,3,5,4,4,5,5,4,5,5,5,4,4,4,5,5,5,3,5,3,5,4,3,3,5,5,5,4,3,5,4,4,4,5,5
2658,56,M,Llanos,Salsa,Amante del Salsa,0,0,0,2,2,1,0,2,4,1,1,0,0,0,4,0,1,4,3,1,2,0,2,3,0,4,2,1,1,2,3,0,3,4,4,1,0,0,2,0,2,1,1,4,2,2,1,0,0,4,0,1,3,2,1,1,1,0,4,0,4,0,3,2,1,1,3,0,0,2,3,1,4,4,0,0,4,1,2,1,0,0,2,3,1,1,3,2,0,0,2,0,3,1,1,0,0,3,1,4,0,1,0,1,0,1,2,0,4,1,1,2,0,2,2,0,0,0,0,2,1,1,2,2,0,0,0,0,3,1,1,1,4,0,4,1,3,0,1,1,4,0,1,1,0,2,2,1,2,0,0,1,0,1,2,4,1,2,0,3,4,2,4,0,0,3,0,0,3,0,1,2,0,1,2,1,3,0,2,2,1,0,0,4,0,2,1,3,1,2,4,2,1,1,1,3,1,2,1,0,4,3,5,4,4,4,4,3,5,3,3,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,4,4,5,5,5,5,3,5
